sku,name,barcode_type,barcode_name,barcode_value,brand,description,primary_unit,dimension_unit,width,length,height,weight_unit,weight,inventory_method,unit_cost,retail_price,reorder_threshold,track_by_lot,track_by_exp_date,track_by_handling_unit,skip_inventory_check,shipment_type,inventory_planning,minimum_stock_level,minimum_stock_level_unit,tariff_code,country_code,customs_value,customs_description,is_haz_mat,proper_shipping_name,hazard_class,un_id,packing_group,transport_mode,limited_quantity,contains_lithium,lithium_ion_content_grams,battery_status,battery_count
900-00231,"FINISHED GOOD, WATER FLOSSER, COPPER",UPC,UPC,810033472138,"Quip, NYC Inc","FINISHED GOOD, WATER FLOSSER, COPPER",Each,inches,3.7,8.7,2.6,lbs,0.902,FEFO,2.73,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$26.75,"Electric water flosser, Li-ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00232,"FINISHED GOOD, WATER FLOSSER, WHITE PLASTIC",UPC,UPC,810033472169,"Quip, NYC Inc","FINISHED GOOD, WATER FLOSSER, WHITE PLASTIC",Each,inches,3.7,8.7,2.6,lbs,0.902,FEFO,0.9,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$24.81,"Electric water flosser, Li-ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00233,"FINISHED GOOD, TOOTHBRUSH, SMART, RECHARGE, ALL BLACK",UPC,UPC,810033470943,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SMART, RECHARGE, ALL BLACK",Each,inches,1,8.25,1,lbs,0.32,FEFO,0.86,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$19.56,"Electric toothbrush, NiMH battery enclosed, bluetooth-enabled",FALSE,,,,,,,,,,
900-00234,"FINISHED GOOD, TOOTHBRUSH, SMART, RECHARGE, ALL PINK",Other,barcode,90000234,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SMART, RECHARGE, ALL PINK",Each,inches,1,8.25,1,lbs,0.32,FEFO,9.36,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$18.09,"Electric toothbrush, NiMH battery enclosed, bluetooth-enabled",FALSE,,,,,,,,,,
900-00235,"FINISHED GOOD, TOOTHBRUSH, SMART, PLST, RECHARGE, SKY BLUE",Other,barcode,90000235,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SMART, PLST, RECHARGE, SKY BLUE",Each,inches,1,8.25,1,lbs,0.32,FEFO,17.18,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$17.18,"Electric toothbrush, NiMH battery enclosed, bluetooth-enabled",FALSE,,,,,,,,,,
900-00236,"FINISHED GOOD, TOOTHBRUSH, SMART, PLST, RECHARGE, OCEAN BLUE",Other,barcode,90000236,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SMART, PLST, RECHARGE, OCEAN BLUE",Each,inches,1,8.25,1,lbs,0.32,FEFO,3.6,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$17.16,"Electric toothbrush, NiMH battery enclosed, bluetooth-enabled",FALSE,,,,,,,,,,
900-00237,"FINISHED GOOD, TOOTHBRUSH, PLST, RECHARGE, MIDNIGHT",UPC,UPC,810033470974,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, PLST, RECHARGE, MIDNIGHT",Each,inches,1,8.25,1,lbs,0.32,FEFO,3.62,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$9.87,"Electric toothbrush, NiMH battery enclosed",FALSE,,,,,,,,,,
900-00244,"FINISHED GOOD TOOTHBRUSH, PRIDE 2022",UPC,UPC,810033470608,"Quip, NYC Inc","FINISHED GOOD TOOTHBRUSH, PRIDE 2022",Each,inches,1.25,9,1.25,lbs,0.32,FEFO,14.82,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.47,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00251,"FINISHED GOOD, WATER FLOSSER, SKY BLUE PLASTIC",UPC,UPC,810033472091,"Quip, NYC Inc","FINISHED GOOD, WATER FLOSSER, SKY BLUE PLASTIC",Each,inches,3.7,8.7,2.6,lbs,0.902,FEFO,3.52,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$24.24,"Electric water flosser, Li-ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00253,"FINISHED GOOD, STRAND, ALL BLACK",UPC,UPC,810033471964,"Quip, NYC Inc","FINISHED GOOD, STRAND, ALL BLACK",Each,inches,1,3.9,1,lbs,0.20,FEFO,13.65,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3306.20.0000,CN,$3.92,"Dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00256,"FINISHED GOOD, STRAND, KK, NYLON",Other,barcode,90000256,"Quip, NYC Inc","FINISHED GOOD, STRAND, KK, NYLON",Each,inches,1,3.9,1,lbs,0.20,FEFO,5.7,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3306.20.0000,CN,$3.92,"Dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00257,"FINISHED GOOD, STRAND, CP, NYLON",UPC,UPC,810033472114,"Quip, NYC Inc","FINISHED GOOD, STRAND, CP, NYLON",Each,inches,1,3.9,1,lbs,0.20,FEFO,26.58,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3306.20.0000,CN,$3.92,"Dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00263,"FINISHED GOOD, VANDAM, PLASTIC, PTFE",Other,barcode,90000263,"Quip, NYC Inc","FINISHED GOOD, VANDAM, PLASTIC, PTFE",Each,inches,1.93,4.1,1.93,lbs,0.23,FEFO,3.89,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8205.59.5560,CN,$7.49,"Dental pick, dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00272,"FINISHED GOOD, VANDAM, METAL, PTFE, SV",Other,barcode,90000272,"Quip, NYC Inc","FINISHED GOOD, VANDAM, METAL, PTFE, SV",Each,inches,1.93,4.1,1.93,lbs,0.23,FEFO,3.89,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8205.59.5560,CN,$8.68,"Dental pick, dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00274,"FINISHED GOOD, VANDAM, METAL, PTFE, CP",Other,barcode,90000274,"Quip, NYC Inc","FINISHED GOOD, VANDAM, METAL, PTFE, CP",Each,inches,1.93,4.1,1.93,lbs,0.23,FEFO,0.45,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8205.59.5560,CN,$8.20,"Dental pick, dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00275,"FINISHED GOOD, VANDAM, METAL, PTFE, ALL BLACK",Other,barcode,90000275,"Quip, NYC Inc","FINISHED GOOD, VANDAM, METAL, PTFE, ALL BLACK",Each,inches,1.93,4.1,1.93,lbs,0.23,FEFO,9.04,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8205.59.5560,CN,$8.81,"Dental pick, dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00277,"FINISHED GOOD, STRAND, GD, PTFE",Other,barcode,90000277,"Quip, NYC Inc","FINISHED GOOD, STRAND, GD, PTFE",Each,inches,1,3.9,1,lbs,0.20,FEFO,7.4,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3306.20.0000,CN,$3.30,"Dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00280,"FINISHED GOOD, STRAND, ALL BLACK, PTFE",Other,barcode,90000280,"Quip, NYC Inc","FINISHED GOOD, STRAND, ALL BLACK, PTFE",Each,inches,1,3.9,1,lbs,0.20,FEFO,13.32,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3306.20.0000,CN,$5.60,"Dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00283,"FINISHED GOOD, NOZZLE, CLEAR",Other,barcode,90000283,"Quip, NYC Inc","FINISHED GOOD, NOZZLE, CLEAR",Each,inches,0.75,4.3,0.75,lbs,0.20,FEFO,0.02,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3924.90.5650,CN,$1.20,Plastic nozzle for water flosser,FALSE,,,,,,,,,,
900-00284,"FINISHED GOOD, NOZZLE, ALL-BLACK",Other,barcode,90000284,"Quip, NYC Inc","FINISHED GOOD, NOZZLE, ALL-BLACK",Each,inches,0.75,4.3,0.75,lbs,0.20,FEFO,14.19,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3924.90.5650,CN,$1.25,Plastic nozzle for water flosser,FALSE,,,,,,,,,,
900-00285,"FINISHED GOOD, CHARGING CABLE",Other,barcode,90000285,"Quip, NYC Inc","FINISHED GOOD, CHARGING CABLE",Each,inches,0.75,4.3,0.75,lbs,0.20,FEFO,2.73,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8544.42.9090,CN,$3.29,Charging cable,FALSE,,,,,,,,,,
900-00286,"FINISHED GOOD, FLATS, BRUSH HEAD REFILL, SKY BLUE",Other,barcode,90000286,"Quip, NYC Inc","FINISHED GOOD, FLATS, BRUSH HEAD REFILL, SKY BLUE",Each,inches,3.7,0.5,0.5,lbs,0.20,FEFO,7.4,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$0.91,"Plastic toothbrush head, non-electric",FALSE,,,,,,,,,,
900-00287,"FINISHED GOOD, FLATS, BRUSH HEAD REFILL, OCEAN BLUE",Other,barcode,90000287,"Quip, NYC Inc","FINISHED GOOD, FLATS, BRUSH HEAD REFILL, OCEAN BLUE",Each,inches,3.7,0.5,0.5,lbs,0.20,FEFO,7.4,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$0.87,"Plastic toothbrush head, non-electric",FALSE,,,,,,,,,,
900-00288,"FINISHED GOOD, VANDAM, METAL, ALL-PINK, PTFE",Other,barcode,90000288,"Quip, NYC Inc","FINISHED GOOD, VANDAM, METAL, ALL-PINK, PTFE",Each,inches,1.93,4.1,1.93,lbs,0.23,FEFO,9.36,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8205.59.5560,CN,$9.36,"Dental pick, dental floss, refillable canister, non-electric",FALSE,,,,,,,,,,
900-00290,"FINISHED GOOD, TOOTHBRUSH, PL LAVENDER",UPC,UPC,810033470653,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, PL LAVENDER",Each,inches,2.4,8.4,2.2,lbs,0.3,FEFO,8.68,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$3.60,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00297,"FINISHED GOOD, TOOTHBRUSH, METAL, B2B CUSTOM, WARREN ORTHODONTICS, CP",Other,barcode,90000297,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, METAL, B2B CUSTOM, WARREN ORTHODONTICS, CP",Each,inches,1,8.25,1,lbs,0.20,FEFO,0.24,25,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.68,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00318,"FINISHED GOOD, GUM DISPENSER, PRIDE",UPC,UPC,810033470622,"Quip, NYC Inc","FINISHED GOOD, GUM DISPENSER, PRIDE",Each,inches,1.75,3.9,1.75,lbs,0.22,FEFO,4.87,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$4.61,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00323,"FINISHED GOOD, WATER FLOSSER, MIDNIGHT",UPC,UPC,810033470547,"Quip, NYC Inc","FINISHED GOOD, WATER FLOSSER, MIDNIGHT",Each,inches,3.7,8.7,2.6,lbs,0.902,FEFO,5.02,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,CN,$25.01,"Electric water flosser, Li-ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00324,"FINISHED GOOD, REFILL PACK, 9 COUNT, MINTS",UPC,UPC,810033470677,"Quip, NYC Inc","FINISHED GOOD, REFILL PACK, 9 COUNT, MINTS",Each,inches,6,9,2,lbs,0.20,FEFO,5.69,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,1704.10.0000,CA,$8.83,Chewing gum,FALSE,,,,,,,,,,
900-00325,"FINISHED GOOD, TOOTHBRUSH, PLASTIC CHARCOAL 2023",UPC,UPC,810033470646,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, PLASTIC CHARCOAL 2023",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,5.81,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$3.62,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00326,"FINISHED GOOD, MINT DISPENSER, KK",Other,barcode,90000326,"Quip, NYC Inc","FINISHED GOOD, MINT DISPENSER, KK",Each,inches,3.9,1,1,lbs,0.20,FEFO,5.81,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$3.70,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00327,"FINISHED GOOD, MINT DISPENSER, SV",Other,barcode,90000327,"Quip, NYC Inc","FINISHED GOOD, MINT DISPENSER, SV",Each,inches,3.9,1,1,lbs,0.20,FEFO,5.81,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$3.70,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00328,"FINISHED GOOD, MINT DISPENSER, CP",Other,barcode,90000328,"Quip, NYC Inc","FINISHED GOOD, MINT DISPENSER, CP",Each,inches,3.9,1,1,lbs,0.20,FEFO,5.81,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$3.70,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00329,"FINISHED GOOD, MINT DISPENSER, GD",Other,barcode,90000329,"Quip, NYC Inc","FINISHED GOOD, MINT DISPENSER, GD",Each,inches,3.9,1,1,lbs,0.20,FEFO,5.81,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$3.69,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00330,"FINISHED GOOD, MINT DISPENSER, ALL BLACK",Other,barcode,90000330,"Quip, NYC Inc","FINISHED GOOD, MINT DISPENSER, ALL BLACK",Each,inches,3.9,1.5,1.5,lbs,0.20,FEFO,5.81,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$3.82,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00331,"FINISHED GOOD, MINT DISPENSER, ALL WHITE",Other,barcode,90000331,"Quip, NYC Inc","FINISHED GOOD, MINT DISPENSER, ALL WHITE",Each,inches,3.9,1,1,lbs,0.20,FEFO,5.81,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$2.34,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00332,"FINISHED GOOD, MINT DISPENSER, ALL PINK",Other,barcode,90000332,"Quip, NYC Inc","FINISHED GOOD, MINT DISPENSER, ALL PINK",Each,inches,3.9,1,1,lbs,0.20,FEFO,5.81,10,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$4.33,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00333,"FINISHED GOOD, TOOTHBRUSH, SMART, RECHARGEABLE, SHANTELL MARTIN",UPC,UPC,810033470790,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SMART, RECHARGEABLE, SHANTELL MARTIN",Each,inches,1,8.25,1,lbs,0.20,FEFO,5.81,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$24.99,"Electric toothbrush, NiMH battery enclosed, bluetooth-enabled",FALSE,,,,,,,,,,
900-00334,"FINISHED GOOD, GUM DISPENSER, SHANTELL MARTIN",UPC,UPC,810033472053,"Quip, NYC Inc","FINISHED GOOD, GUM DISPENSER, SHANTELL MARTIN",Each,inches,3.9,1.5,1.5,lbs,0.22,FEFO,5.81,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$4.61,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00338,"FINISHED GOOD, REFILL PACK, 3 COUNT, MINT GUM",Other,barcode,90000338,"Quip, NYC Inc","FINISHED GOOD, REFILL PACK, 3 COUNT, MINT GUM",Each,inches,6,9,2,lbs,0.20,FEFO,0.19,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,1704.10.0000,CA,$0.50,Chewing gum,FALSE,,,,,,,,,,
900-00339,"FINISHED GOOD, REFILL PACK, 3 COUNT, MINTS",Other,barcode,90000339,"Quip, NYC Inc","FINISHED GOOD, REFILL PACK, 3 COUNT, MINTS",Each,inches,6,9,2,lbs,0.20,FEFO,0.19,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,2106.90.9985,CA,$0.50,,FALSE,,,,,,,,,,
900-00342,"FINISHED GOOD, TOOTHBRUSH, KIDS GITD GREEN",UPC,UPC,810033470820,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, KIDS GITD GREEN",Each,inches,1,8.25,1,lbs,0.20,FEFO,0.02,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.50,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00343,"FINISHED GOOD, TOOTHBRUSH, KIDS GITD PINK",UPC,UPC,810033470837,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, KIDS GITD PINK",Each,inches,1,8.25,1,lbs,0.20,FEFO,0.17,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.50,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00344,"FINISHED GOOD, TOOTHBRUSH, METAL, B2B CUSTOM, WARREN ORTHODONTICS, GD",Other,barcode,90000344,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, METAL, B2B CUSTOM, WARREN ORTHODONTICS, GD",Each,inches,1,8.25,1,lbs,0.2,FEFO,0.75,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.55,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00345,"FINISHED GOOD, TOOTHBRUSH, METAL, B2B CUSTOM, WARREN ORTHODONTICS, KK",Other,barcode,90000345,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, METAL, B2B CUSTOM, WARREN ORTHODONTICS, KK",Each,inches,1,8.25,1,lbs,0.20,FEFO,0.75,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.50,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00346,"FINISHED GOOD, TOOTHBRUSH, METAL, B2B CUSTOM, WARREN ORTHODONTICS, SV",Other,barcode,90000346,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, METAL, B2B CUSTOM, WARREN ORTHODONTICS, SV",Each,inches,1,8.25,1,lbs,0.20,FEFO,0.69,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.66,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00348,"FINISHED GOOD, MINT DISPENSER, PRIDE",Other,barcode,90000348,"Quip, NYC Inc","FINISHED GOOD, MINT DISPENSER, PRIDE",Each,inches,3.9,1,1,lbs,0.22,FEFO,0.19,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3923.90.0080,CN,$4.61,"Gum dispenser, refillable, non-electric (does not contain gum)",FALSE,,,,,,,,,,
900-00350,"FINISHED GOOD, TOOTHBRUSH, METAL, SUNSET",UPC,UPC,810033470936,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, METAL, SUNSET",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,#N/A,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.14,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00351,"FINISHED GOOD, TOOTHBRUSH, PLASTIC SAGE GREEN",UPC,UPC,810033470912,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, PLASTIC SAGE GREEN",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,0.45,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.23,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00352,"FINISHED GOOD, TOOTHBRUSH, PLASTIC MARINE BLUE",UPC,UPC,810033470905,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, PLASTIC MARINE BLUE",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,100,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.23,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00360,"FINISHED GOOD, FLATS, BRUSH HEAD REFILL, KIDS, ALL WHITE",Other,barcode,90000360,"Quip, NYC Inc","FINISHED GOOD, FLATS, BRUSH HEAD REFILL, KIDS, ALL WHITE",Each,inches,3.7,0.5,0.5,lbs,0.20,FEFO,0.77,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$0.68,Brush head,FALSE,,,,,,,,,,
900-00369,"FINISHED GOOD, TOOTHBRUSH, PL GITD PINK",UPC,UPC,810033470868,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, PL GITD PINK",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,1.21,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$3.62,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00372,"FINISHED GOOD, TOOTHBRUSH, PL GITD GREEN",UPC,UPC,810033470899,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, PL GITD GREEN",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,8.41,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$3.62,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00374,"FINISHED GOOD, TOOTHBRUSH, SMART-A, RECHARGEABLE, PLASTIC ALL BLACK",UPC,UPC,810033470929,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, SMART-A, RECHARGEABLE, PLASTIC ALL BLACK",Each,inches,1,8.25,1,lbs,0.20,FEFO,7.52,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$14.76,"Rechargeable electric toothbrush, NiMH battery enclosed",FALSE,,,,,,,,,,
900-00401,"FINISHED GOOD, OSCILLATING TOOTHBRUSH, WHITE SILVER PLATE",UPC,UPC,810033471179,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING TOOTHBRUSH, WHITE SILVER PLATE",Each,inches,3.7,9.6,2.2,lbs,0.89,FEFO,10.61,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.58,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00402,"FINISHED GOOD, OSCILLATING TOOTHBRUSH, WHITE BLUE PLATE",UPC,UPC,810033471186,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING TOOTHBRUSH, WHITE BLUE PLATE",Each,inches,3.7,9.6,2.2,lbs,0.89,FEFO,10.61,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.58,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00403,"FINISHED GOOD, OSCILLATING TOOTHBRUSH, BLACK SILVER PLATE",UPC,UPC,810033471193,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING TOOTHBRUSH, BLACK SILVER PLATE",Each,inches,3.7,9.6,2.2,lbs,0.89,FEFO,11.12,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.58,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00404,"FINISHED GOOD, OSCILLATING TOOTHBRUSH, BLACK BLACK PLATE",UPC,UPC,810033471209,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING TOOTHBRUSH, BLACK BLACK PLATE",Each,inches,3.7,9.6,2.2,lbs,0.89,FEFO,10.69,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$11.58,"Electric toothbrush, Li-Ion battery enclosed",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
900-00407,"FINISHED GOOD, REFILL, OSCILLATING BRUSH HEAD, BLACK",UPC,UPC,810033471155,"Quip, NYC Inc","FINISHED GOOD, REFILL, OSCILLATING BRUSH HEAD, BLACK",Each,inches,2.52,0.6,1.1,lbs,0.20,FEFO,4.4,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$0.99,Plastic toothbrush head,FALSE,,,,,,,,,,
